"Plot Title: 20386722"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 20386722, SEN S/N: 20385905)","Water Content, m³/m³ (LGR S/N: 20386722, SEN S/N: 20385906)","Water Content, m³/m³ (LGR S/N: 20386722, SEN S/N: 20469555)"
28,05/24/19 10:15:01 PM,0.2532,0.3793,0.2908
29,05/24/19 10:30:01 PM,0.2532,0.3798,0.2908
30,05/24/19 10:45:01 PM,0.2532,0.3798,0.2904
31,05/24/19 11:00:01 PM,0.2532,0.3798,0.2904
32,05/24/19 11:15:01 PM,0.2532,0.3798,0.2904
33,05/24/19 11:30:01 PM,0.2532,0.3798,0.2904
34,05/24/19 11:45:01 PM,0.2532,0.3793,0.2904
35,05/25/19 12:00:01 AM,0.2528,0.3793,0.2901
36,05/25/19 12:15:01 AM,0.2528,0.3787,0.2904
37,05/25/19 12:30:01 AM,0.2528,0.3793,0.2904
38,05/25/19 12:45:01 AM,0.2528,0.3787,0.2904
39,05/25/19 01:00:01 AM,0.2528,0.3793,0.2901
40,05/25/19 01:15:01 AM,0.2528,0.3787,0.2901
41,05/25/19 01:30:01 AM,0.2528,0.3787,0.2901
42,05/25/19 01:45:01 AM,0.2528,0.3787,0.2901
43,05/25/19 02:00:01 AM,0.2528,0.3787,0.2898
44,05/25/19 02:15:01 AM,0.2528,0.3787,0.2901
45,05/25/19 02:30:01 AM,0.2528,0.3787,0.2898
46,05/25/19 02:45:01 AM,0.2528,0.3787,0.2895
47,05/25/19 03:00:01 AM,0.2528,0.3787,0.2895
48,05/25/19 03:15:01 AM,0.2528,0.3780,0.2898
49,05/25/19 03:30:01 AM,0.2528,0.3780,0.2898
50,05/25/19 03:45:01 AM,0.2528,0.3780,0.2895
51,05/25/19 04:00:01 AM,0.2528,0.3780,0.2898
52,05/25/19 04:15:01 AM,0.2528,0.3780,0.2895
53,05/25/19 04:30:01 AM,0.2524,0.3780,0.2890
54,05/25/19 04:45:01 AM,0.2528,0.3780,0.2890
55,05/25/19 05:00:01 AM,0.2528,0.3780,0.2890
56,05/25/19 05:15:01 AM,0.2528,0.3780,0.2890
57,05/25/19 05:30:01 AM,0.2524,0.3780,0.2895
58,05/25/19 05:45:01 AM,0.2528,0.3780,0.2890
59,05/25/19 06:00:01 AM,0.2524,0.3780,0.2890
60,05/25/19 06:15:01 AM,0.2524,0.3775,0.2890
61,05/25/19 06:30:01 AM,0.2528,0.3775,0.2890
62,05/25/19 06:45:01 AM,0.2528,0.3775,0.2890
63,05/25/19 07:00:01 AM,0.2528,0.3775,0.2895
64,05/25/19 07:15:01 AM,0.2528,0.3775,0.2895
65,05/25/19 07:30:01 AM,0.2524,0.3775,0.2890
66,05/25/19 07:45:01 AM,0.2524,0.3769,0.2895
67,05/25/19 08:00:01 AM,0.2524,0.3775,0.2895
68,05/25/19 08:15:01 AM,0.2528,0.3780,0.2890
69,05/25/19 08:30:01 AM,0.2528,0.3780,0.2895
70,05/25/19 08:45:01 AM,0.2528,0.3780,0.2890
71,05/25/19 09:00:01 AM,0.2528,0.3780,0.2898
72,05/25/19 09:15:01 AM,0.2528,0.3775,0.2890
73,05/25/19 09:30:01 AM,0.2528,0.3780,0.2898
74,05/25/19 09:45:01 AM,0.2532,0.3780,0.2898
75,05/25/19 10:00:01 AM,0.2532,0.3787,0.2895
76,05/25/19 10:15:01 AM,0.2528,0.3780,0.2898
77,05/25/19 10:30:01 AM,0.2532,0.3787,0.2898
78,05/25/19 10:45:01 AM,0.2528,0.3780,0.2895
79,05/25/19 11:00:01 AM,0.2528,0.3787,0.2898
80,05/25/19 11:15:01 AM,0.2528,0.3793,0.2898
81,05/25/19 11:30:01 AM,0.2528,0.3787,0.2898
82,05/25/19 11:45:01 AM,0.2532,0.3787,0.2898
83,05/25/19 12:00:01 PM,0.2534,0.3798,0.2898
84,05/25/19 12:15:01 PM,0.2532,0.3787,0.2898
85,05/25/19 12:30:01 PM,0.2532,0.3798,0.2904
86,05/25/19 12:45:01 PM,0.2534,0.3798,0.2904
87,05/25/19 01:00:01 PM,0.2534,0.3793,0.2904
88,05/25/19 01:15:01 PM,0.2532,0.3804,0.2904
89,05/25/19 01:30:01 PM,0.2532,0.3793,0.2904
90,05/25/19 01:45:01 PM,0.2532,0.3804,0.2904
91,05/25/19 02:00:01 PM,0.2534,0.3804,0.2904
92,05/25/19 02:15:01 PM,0.2534,0.3804,0.2901
93,05/25/19 02:30:01 PM,0.2534,0.3804,0.2901
94,05/25/19 02:45:01 PM,0.2534,0.3804,0.2901
95,05/25/19 03:00:01 PM,0.2532,0.3804,0.2901
96,05/25/19 03:15:01 PM,0.2532,0.3804,0.2898
97,05/25/19 03:30:01 PM,0.2532,0.3811,0.2901
98,05/25/19 03:45:01 PM,0.2532,0.3798,0.2901
99,05/25/19 04:00:01 PM,0.2532,0.3798,0.2898
100,05/25/19 04:15:01 PM,0.2534,0.3798,0.2895
101,05/25/19 04:30:01 PM,0.2532,0.3798,0.2895
102,05/25/19 04:45:01 PM,0.2532,0.3811,0.2895
103,05/25/19 05:00:01 PM,0.2532,0.3798,0.2890
104,05/25/19 05:15:01 PM,0.2532,0.3798,0.2890
105,05/25/19 05:30:01 PM,0.2532,0.3804,0.2887
106,05/25/19 05:45:01 PM,0.2528,0.3798,0.2890
107,05/25/19 06:00:01 PM,0.2528,0.3804,0.2884
108,05/25/19 06:15:01 PM,0.2528,0.3804,0.2884
109,05/25/19 06:30:01 PM,0.2528,0.3798,0.2881
110,05/25/19 06:45:01 PM,0.2528,0.3798,0.2881
111,05/25/19 07:00:01 PM,0.2524,0.3798,0.2877
112,05/25/19 07:15:01 PM,0.2524,0.3793,0.2874
113,05/25/19 07:30:01 PM,0.2524,0.3793,0.2874
114,05/25/19 07:45:01 PM,0.2524,0.3793,0.2871
115,05/25/19 08:00:01 PM,0.2524,0.3793,0.2874
116,05/25/19 08:15:01 PM,0.2524,0.3787,0.2871
117,05/25/19 08:30:01 PM,0.2516,0.3793,0.2868
118,05/25/19 08:45:01 PM,0.2516,0.3793,0.2868
119,05/25/19 09:00:01 PM,0.2516,0.3787,0.2868
120,05/25/19 09:15:01 PM,0.2516,0.3787,0.2868
121,05/25/19 09:30:01 PM,0.2516,0.3793,0.2861
122,05/25/19 09:45:01 PM,0.2516,0.3780,0.2861
123,05/25/19 10:00:01 PM,0.2512,0.3787,0.2861
124,05/25/19 10:15:01 PM,0.2512,0.3775,0.2861
125,05/25/19 10:30:01 PM,0.2512,0.3775,0.2857
126,05/25/19 10:45:01 PM,0.2512,0.3775,0.2857
127,05/25/19 11:00:01 PM,0.2512,0.3769,0.2857
128,05/25/19 11:15:01 PM,0.2512,0.3769,0.2853
129,05/25/19 11:30:01 PM,0.2509,0.3769,0.2853
130,05/25/19 11:45:01 PM,0.2509,0.3769,0.2853
131,05/26/19 12:00:01 AM,0.2512,0.3769,0.2850
132,05/26/19 12:15:01 AM,0.2509,0.3762,0.2850
133,05/26/19 12:30:01 AM,0.2509,0.3762,0.2847
134,05/26/19 12:45:01 AM,0.2509,0.3762,0.2847
135,05/26/19 01:00:01 AM,0.2509,0.3762,0.2850
136,05/26/19 01:15:01 AM,0.2509,0.3762,0.2847
137,05/26/19 01:30:01 AM,0.2512,0.3762,0.2847
138,05/26/19 01:45:01 AM,0.2509,0.3758,0.2844
139,05/26/19 02:00:01 AM,0.2505,0.3758,0.2847
140,05/26/19 02:15:01 AM,0.2512,0.3758,0.2844
141,05/26/19 02:30:01 AM,0.2509,0.3758,0.2844
142,05/26/19 02:45:01 AM,0.2505,0.3758,0.2844
143,05/26/19 03:00:01 AM,0.2512,0.3758,0.2844
144,05/26/19 03:15:01 AM,0.2505,0.3751,0.2844
145,05/26/19 03:30:01 AM,0.2505,0.3751,0.2840
146,05/26/19 03:45:01 AM,0.2509,0.3751,0.2844
147,05/26/19 04:00:01 AM,0.2505,0.3751,0.2840
148,05/26/19 04:15:01 AM,0.2505,0.3751,0.2844
149,05/26/19 04:30:01 AM,0.2509,0.3751,0.2840
150,05/26/19 04:45:01 AM,0.2505,0.3751,0.2840
151,05/26/19 05:00:01 AM,0.2505,0.3758,0.2840
152,05/26/19 05:15:01 AM,0.2505,0.3758,0.2840
153,05/26/19 05:30:01 AM,0.2505,0.3758,0.2840
154,05/26/19 05:45:01 AM,0.2509,0.3758,0.2840
155,05/26/19 06:00:01 AM,0.2505,0.3751,0.2840
156,05/26/19 06:15:01 AM,0.2505,0.3758,0.2840
157,05/26/19 06:30:01 AM,0.2505,0.3758,0.2844
158,05/26/19 06:45:01 AM,0.2505,0.3758,0.2844
159,05/26/19 07:00:01 AM,0.2505,0.3751,0.2840
160,05/26/19 07:15:01 AM,0.2505,0.3746,0.2840
161,05/26/19 07:30:01 AM,0.2509,0.3751,0.2844
162,05/26/19 07:45:01 AM,0.2505,0.3746,0.2840
163,05/26/19 08:00:01 AM,0.2505,0.3751,0.2840
164,05/26/19 08:15:01 AM,0.2509,0.3746,0.2840
165,05/26/19 08:30:01 AM,0.2509,0.3751,0.2840
166,05/26/19 08:45:01 AM,0.2505,0.3746,0.2840
167,05/26/19 09:00:01 AM,0.2505,0.3746,0.2840
168,05/26/19 09:15:01 AM,0.2509,0.3758,0.2847
169,05/26/19 09:30:01 AM,0.2505,0.3758,0.2844
170,05/26/19 09:45:01 AM,0.2505,0.3758,0.2844
171,05/26/19 10:00:01 AM,0.2505,0.3758,0.2844
172,05/26/19 10:15:01 AM,0.2505,0.3758,0.2844
173,05/26/19 10:30:01 AM,0.2509,0.3762,0.2844
174,05/26/19 10:45:01 AM,0.2505,0.3751,0.2850
175,05/26/19 11:00:01 AM,0.2509,0.3758,0.2844
176,05/26/19 11:15:01 AM,0.2505,0.3762,0.2847
177,05/26/19 11:30:01 AM,0.2512,0.3762,0.2847
178,05/26/19 11:45:01 AM,0.2509,0.3758,0.2847
179,05/26/19 12:00:01 PM,0.2509,0.3762,0.2853
180,05/26/19 12:15:01 PM,0.2509,0.3769,0.2850
181,05/26/19 12:30:01 PM,0.2512,0.3769,0.2853
182,05/26/19 12:45:01 PM,0.2509,0.3769,0.2850
183,05/26/19 01:00:01 PM,0.2512,0.3769,0.2853
184,05/26/19 01:15:01 PM,0.2509,0.3769,0.2853
185,05/26/19 01:30:01 PM,0.2512,0.3769,0.2853
186,05/26/19 01:45:01 PM,0.2512,0.3769,0.2853
187,05/26/19 02:00:01 PM,0.2516,0.3775,0.2857
188,05/26/19 02:15:01 PM,0.2512,0.3769,0.2857
189,05/26/19 02:30:01 PM,0.2516,0.3769,0.2857
190,05/26/19 02:45:01 PM,0.2516,0.3775,0.2853
191,05/26/19 03:00:01 PM,0.2512,0.3775,0.2857
192,05/26/19 03:15:01 PM,0.2512,0.3769,0.2853
193,05/26/19 03:30:01 PM,0.2512,0.3769,0.2857
194,05/26/19 03:45:01 PM,0.2512,0.3780,0.2857
195,05/26/19 04:00:01 PM,0.2512,0.3775,0.2857
196,05/26/19 04:15:01 PM,0.2516,0.3769,0.2857
197,05/26/19 04:30:01 PM,0.2512,0.3769,0.2853
198,05/26/19 04:45:01 PM,0.2512,0.3769,0.2857
199,05/26/19 05:00:01 PM,0.2509,0.3775,0.2853
200,05/26/19 05:15:01 PM,0.2509,0.3775,0.2857
201,05/26/19 05:30:01 PM,0.2516,0.3769,0.2853
202,05/26/19 05:45:01 PM,0.2512,0.3769,0.2853
203,05/26/19 06:00:01 PM,0.2512,0.3769,0.2857
204,05/26/19 06:15:01 PM,0.2512,0.3769,0.2853
205,05/26/19 06:30:01 PM,0.2509,0.3769,0.2853
206,05/26/19 06:45:01 PM,0.2512,0.3780,0.2853
207,05/26/19 07:00:01 PM,0.2509,0.3769,0.2857
208,05/26/19 07:15:01 PM,0.2512,0.3769,0.2853
209,05/26/19 07:30:01 PM,0.2509,0.3769,0.2853
210,05/26/19 07:45:01 PM,0.2509,0.3775,0.2857
211,05/26/19 08:00:01 PM,0.2509,0.3775,0.2853
212,05/26/19 08:15:01 PM,0.2509,0.3775,0.2853
213,05/26/19 08:30:01 PM,0.2509,0.3762,0.2853
214,05/26/19 08:45:01 PM,0.2509,0.3762,0.2850
215,05/26/19 09:00:01 PM,0.2509,0.3762,0.2853
216,05/26/19 09:15:01 PM,0.2509,0.3762,0.2850
217,05/26/19 09:30:01 PM,0.2509,0.3762,0.2850
218,05/26/19 09:45:01 PM,0.2509,0.3762,0.2850
219,05/26/19 10:00:01 PM,0.2509,0.3762,0.2850
220,05/26/19 10:15:01 PM,0.2509,0.3762,0.2850
221,05/26/19 10:30:01 PM,0.2509,0.3762,0.2847
222,05/26/19 10:45:01 PM,0.2512,0.3762,0.2850
223,05/26/19 11:00:01 PM,0.2509,0.3758,0.2847
224,05/26/19 11:15:01 PM,0.2512,0.3758,0.2847
225,05/26/19 11:30:01 PM,0.2509,0.3758,0.2847
226,05/26/19 11:45:01 PM,0.2512,0.3758,0.2847
227,05/27/19 12:00:01 AM,0.2509,0.3758,0.2847
228,05/27/19 12:15:01 AM,0.2509,0.3758,0.2847
229,05/27/19 12:30:01 AM,0.2509,0.3758,0.2847
230,05/27/19 12:45:01 AM,0.2512,0.3758,0.2847
231,05/27/19 01:00:01 AM,0.2509,0.3758,0.2847
232,05/27/19 01:15:01 AM,0.2509,0.3751,0.2847
233,05/27/19 01:30:01 AM,0.2505,0.3758,0.2847
234,05/27/19 01:45:01 AM,0.2509,0.3758,0.2847
235,05/27/19 02:00:01 AM,0.2505,0.3751,0.2847
236,05/27/19 02:15:01 AM,0.2509,0.3751,0.2847
237,05/27/19 02:30:01 AM,0.2505,0.3751,0.2847
238,05/27/19 02:45:01 AM,0.2509,0.3751,0.2847
239,05/27/19 03:00:01 AM,0.2505,0.3751,0.2847
240,05/27/19 03:15:01 AM,0.2509,0.3751,0.2847
241,05/27/19 03:30:01 AM,0.2505,0.3751,0.2847
242,05/27/19 03:45:01 AM,0.2509,0.3751,0.2847
243,05/27/19 04:00:01 AM,0.2505,0.3751,0.2844
244,05/27/19 04:15:01 AM,0.2509,0.3746,0.2840
245,05/27/19 04:30:01 AM,0.2505,0.3746,0.2844
246,05/27/19 04:45:01 AM,0.2509,0.3746,0.2840
247,05/27/19 05:00:01 AM,0.2505,0.3751,0.2844
248,05/27/19 05:15:01 AM,0.2505,0.3746,0.2844
249,05/27/19 05:30:01 AM,0.2505,0.3746,0.2840
250,05/27/19 05:45:01 AM,0.2505,0.3746,0.2840
251,05/27/19 06:00:01 AM,0.2509,0.3746,0.2840
252,05/27/19 06:15:01 AM,0.2505,0.3746,0.2840
253,05/27/19 06:30:01 AM,0.2505,0.3746,0.2844
254,05/27/19 06:45:01 AM,0.2509,0.3751,0.2840
255,05/27/19 07:00:01 AM,0.2509,0.3751,0.2840
256,05/27/19 07:15:01 AM,0.2509,0.3751,0.2844
257,05/27/19 07:30:01 AM,0.2512,0.3751,0.2844
258,05/27/19 07:45:01 AM,0.2509,0.3746,0.2840
259,05/27/19 08:00:01 AM,0.2509,0.3740,0.2840
260,05/27/19 08:15:01 AM,0.2509,0.3751,0.2847
261,05/27/19 08:30:01 AM,0.2509,0.3751,0.2840
262,05/27/19 08:45:01 AM,0.2509,0.3751,0.2844
263,05/27/19 09:00:01 AM,0.2509,0.3751,0.2840
264,05/27/19 09:15:01 AM,0.2509,0.3751,0.2844
265,05/27/19 09:30:01 AM,0.2509,0.3751,0.2840
266,05/27/19 09:45:01 AM,0.2505,0.3758,0.2840
267,05/27/19 10:00:01 AM,0.2509,0.3758,0.2840
268,05/27/19 10:15:01 AM,0.2509,0.3751,0.2844
269,05/27/19 10:30:01 AM,0.2505,0.3758,0.2840
270,05/27/19 10:45:01 AM,0.2509,0.3751,0.2840
271,05/27/19 11:00:01 AM,0.2509,0.3758,0.2844
272,05/27/19 11:15:01 AM,0.2509,0.3762,0.2844
273,05/27/19 11:30:01 AM,0.2509,0.3762,0.2844
274,05/27/19 11:45:01 AM,0.2509,0.3762,0.2844
275,05/27/19 12:00:01 PM,0.2512,0.3758,0.2847
276,05/27/19 12:15:01 PM,0.2512,0.3769,0.2844
277,05/27/19 12:30:01 PM,0.2509,0.3762,0.2847
278,05/27/19 12:45:01 PM,0.2512,0.3762,0.2850
279,05/27/19 01:00:01 PM,0.2509,0.3762,0.2847
280,05/27/19 01:15:01 PM,0.2509,0.3762,0.2850
281,05/27/19 01:30:01 PM,0.2509,0.3762,0.2850
282,05/27/19 01:45:01 PM,0.2516,0.3769,0.2853
283,05/27/19 02:00:01 PM,0.2516,0.3775,0.2850
284,05/27/19 02:15:01 PM,0.2512,0.3775,0.2853
285,05/27/19 02:30:01 PM,0.2516,0.3775,0.2853
286,05/27/19 02:45:01 PM,0.2516,0.3775,0.2853
287,05/27/19 03:00:01 PM,0.2516,0.3775,0.2853
288,05/27/19 03:15:01 PM,0.2516,0.3780,0.2853
289,05/27/19 03:30:01 PM,0.2516,0.3780,0.2857
290,05/27/19 03:45:01 PM,0.2512,0.3780,0.2853
291,05/27/19 04:00:01 PM,0.2516,0.3780,0.2850
292,05/27/19 04:15:01 PM,0.2512,0.3780,0.2853
293,05/27/19 04:30:01 PM,0.2512,0.3780,0.2850
294,05/27/19 04:45:01 PM,0.2512,0.3780,0.2847
295,05/27/19 05:00:01 PM,0.2509,0.3780,0.2850
296,05/27/19 05:15:01 PM,0.2509,0.3780,0.2847
297,05/27/19 05:30:01 PM,0.2512,0.3780,0.2847
298,05/27/19 05:45:01 PM,0.2509,0.3780,0.2847
299,05/27/19 06:00:01 PM,0.2512,0.3780,0.2844
300,05/27/19 06:15:01 PM,0.2509,0.3780,0.2840
301,05/27/19 06:30:01 PM,0.2509,0.3780,0.2844
302,05/27/19 06:45:01 PM,0.2505,0.3769,0.2837
303,05/27/19 07:00:01 PM,0.2505,0.3769,0.2834
304,05/27/19 07:15:01 PM,0.2505,0.3769,0.2837
305,05/27/19 07:30:01 PM,0.2502,0.3775,0.2830
306,05/27/19 07:45:01 PM,0.2505,0.3769,0.2830
307,05/27/19 08:00:01 PM,0.2502,0.3762,0.2830
308,05/27/19 08:15:01 PM,0.2498,0.3769,0.2827
309,05/27/19 08:30:01 PM,0.2498,0.3775,0.2824
310,05/27/19 08:45:01 PM,0.2494,0.3762,0.2824
311,05/27/19 09:00:01 PM,0.2494,0.3769,0.2821
312,05/27/19 09:15:01 PM,0.2494,0.3758,0.2824
313,05/27/19 09:30:01 PM,0.2494,0.3758,0.2821
314,05/27/19 09:45:01 PM,0.2494,0.3758,0.2817
315,05/27/19 10:00:01 PM,0.2490,0.3758,0.2817
316,05/27/19 10:15:01 PM,0.2490,0.3751,0.2817
317,05/27/19 10:30:01 PM,0.2490,0.3751,0.2813
318,05/27/19 10:45:01 PM,0.2490,0.3751,0.2813
319,05/27/19 11:00:01 PM,0.2490,0.3751,0.2813
320,05/27/19 11:15:01 PM,0.2490,0.3751,0.2813
321,05/27/19 11:30:01 PM,0.2490,0.3746,0.2810
322,05/27/19 11:45:01 PM,0.2490,0.3746,0.2810
323,05/28/19 12:00:01 AM,0.2490,0.3746,0.2810
324,05/28/19 12:15:01 AM,0.2490,0.3746,0.2810
325,05/28/19 12:30:01 AM,0.2487,0.3746,0.2810
326,05/28/19 12:45:01 AM,0.2564,0.3758,0.2834
327,05/28/19 01:00:01 AM,0.2600,0.3751,0.2847
328,05/28/19 01:15:01 AM,0.2611,0.3751,0.2850
329,05/28/19 01:30:01 AM,0.2592,0.3751,0.2850
330,05/28/19 01:45:01 AM,0.2582,0.3746,0.2850
331,05/28/19 02:00:01 AM,0.2611,0.3751,0.2850
332,05/28/19 02:15:01 AM,0.2604,0.3746,0.2850
333,05/28/19 02:30:01 AM,0.2582,0.3746,0.2853
334,05/28/19 02:45:01 AM,0.2564,0.3746,0.2850
335,05/28/19 03:00:01 AM,0.2557,0.3746,0.2853
336,05/28/19 03:15:01 AM,0.2557,0.3746,0.2853
337,05/28/19 03:30:01 AM,0.2550,0.3746,0.2853
338,05/28/19 03:45:01 AM,0.2546,0.3746,0.2853
339,05/28/19 04:00:01 AM,0.2546,0.3746,0.2850
340,05/28/19 04:15:01 AM,0.2542,0.3746,0.2850
341,05/28/19 04:30:01 AM,0.2542,0.3740,0.2853
342,05/28/19 04:45:01 AM,0.2542,0.3746,0.2850
343,05/28/19 05:00:01 AM,0.2542,0.3746,0.2850
344,05/28/19 05:15:01 AM,0.2542,0.3740,0.2853
345,05/28/19 05:30:01 AM,0.2538,0.3740,0.2850
346,05/28/19 05:45:01 AM,0.2642,0.3746,0.2850
347,05/28/19 06:00:01 AM,0.2618,0.3746,0.2861
348,05/28/19 06:15:01 AM,0.2607,0.3746,0.2864
349,05/28/19 06:30:01 AM,0.2596,0.3746,0.2868
350,05/28/19 06:45:01 AM,0.2589,0.3758,0.2868
351,05/28/19 07:00:01 AM,0.2582,0.3758,0.2871
352,05/28/19 07:15:01 AM,0.2575,0.3751,0.2871
353,05/28/19 07:30:01 AM,0.2571,0.3758,0.2871
354,05/28/19 07:45:01 AM,0.2564,0.3751,0.2871
355,05/28/19 08:00:01 AM,0.2564,0.3758,0.2871
356,05/28/19 08:15:01 AM,0.2564,0.3751,0.2874
357,05/28/19 08:30:01 AM,0.2564,0.3758,0.2874
358,05/28/19 08:45:01 AM,0.2564,0.3758,0.2874
359,05/28/19 09:00:01 AM,0.2560,0.3751,0.2874
360,05/28/19 09:15:01 AM,0.2560,0.3758,0.2874
361,05/28/19 09:30:01 AM,0.2560,0.3751,0.2874
362,05/28/19 09:45:01 AM,0.2557,0.3758,0.2877
363,05/28/19 10:00:01 AM,0.2557,0.3758,0.2881
364,05/28/19 10:15:01 AM,0.2560,0.3762,0.2877
365,05/28/19 10:30:01 AM,0.2557,0.3758,0.2877
366,05/28/19 10:45:01 AM,0.2557,0.3758,0.2881
367,05/28/19 11:00:01 AM,0.2557,0.3758,0.2877
368,05/28/19 11:15:01 AM,0.2557,0.3758,0.2881
369,05/28/19 11:30:01 AM,0.2557,0.3762,0.2881
370,05/28/19 11:45:01 AM,0.2560,0.3762,0.2881
371,05/28/19 12:00:01 PM,0.2557,0.3769,0.2881
372,05/28/19 12:15:01 PM,0.2557,0.3762,0.2884
373,05/28/19 12:30:01 PM,0.2557,0.3769,0.2884
374,05/28/19 12:45:01 PM,0.2557,0.3769,0.2881
375,05/28/19 01:00:01 PM,0.2557,0.3775,0.2884
376,05/28/19 01:15:01 PM,0.2557,0.3775,0.2884
377,05/28/19 01:30:01 PM,0.2557,0.3775,0.2884
378,05/28/19 01:45:01 PM,0.2557,0.3775,0.2884
379,05/28/19 02:00:01 PM,0.2557,0.3769,0.2884
380,05/28/19 02:15:01 PM,0.2557,0.3780,0.2884
381,05/28/19 02:30:01 PM,0.2557,0.3780,0.2884
382,05/28/19 02:45:01 PM,0.2560,0.3775,0.2887
383,05/28/19 03:00:01 PM,0.2560,0.3780,0.2884
384,05/28/19 03:15:01 PM,0.2557,0.3775,0.2884
385,05/28/19 03:30:01 PM,0.2557,0.3787,0.2887
386,05/28/19 03:45:01 PM,0.2557,0.3787,0.2884
387,05/28/19 04:00:01 PM,0.2553,0.3780,0.2884
388,05/28/19 04:15:01 PM,0.2557,0.3787,0.2884
389,05/28/19 04:30:01 PM,0.2557,0.3787,0.2887
390,05/28/19 04:45:01 PM,0.2557,0.3780,0.2884
391,05/28/19 05:00:01 PM,0.2557,0.3787,0.2884
392,05/28/19 05:15:01 PM,0.2653,0.3793,0.2881
393,05/28/19 05:30:01 PM,0.2650,0.3798,0.2887
394,05/28/19 05:45:01 PM,0.2632,0.3798,0.2890
395,05/28/19 06:00:01 PM,0.2628,0.3787,0.2890
396,05/28/19 06:15:01 PM,0.2621,0.3793,0.2895
397,05/28/19 06:30:01 PM,0.2621,0.3793,0.2895
398,05/28/19 06:45:01 PM,0.2611,0.3787,0.2895
399,05/28/19 07:00:01 PM,0.2615,0.3787,0.2898
400,05/28/19 07:15:01 PM,0.2607,0.3793,0.2898
401,05/28/19 07:30:01 PM,0.2607,0.3780,0.2898
402,05/28/19 07:45:01 PM,0.2664,0.3787,0.2887
403,05/28/19 08:00:01 PM,0.2670,0.3787,0.2884
404,05/28/19 08:15:01 PM,0.2666,0.3793,0.2890
405,05/28/19 08:30:01 PM,0.2660,0.3793,0.2895
406,05/28/19 08:45:01 PM,0.2653,0.3787,0.2895
407,05/28/19 09:00:01 PM,0.2650,0.3787,0.2898
408,05/28/19 09:15:01 PM,0.2650,0.3787,0.2901
409,05/28/19 09:30:01 PM,0.2646,0.3793,0.2898
410,05/28/19 09:45:01 PM,0.2642,0.3787,0.2898
411,05/28/19 10:00:01 PM,0.2639,0.3793,0.2901
412,05/28/19 10:15:01 PM,0.2635,0.3780,0.2901
413,05/28/19 10:30:01 PM,0.2632,0.3780,0.2901
414,05/28/19 10:45:01 PM,0.2632,0.3787,0.2901
415,05/28/19 11:00:01 PM,0.2628,0.3793,0.2901
416,05/28/19 11:15:01 PM,0.2624,0.3780,0.2901
417,05/28/19 11:30:01 PM,0.2624,0.3787,0.2901
418,05/28/19 11:45:01 PM,0.2621,0.3780,0.2901
419,05/29/19 12:00:01 AM,0.2621,0.3780,0.2901
420,05/29/19 12:15:01 AM,0.2618,0.3780,0.2904
421,05/29/19 12:30:01 AM,0.2621,0.3780,0.2904
422,05/29/19 12:45:01 AM,0.2618,0.3775,0.2904
423,05/29/19 01:00:01 AM,0.2615,0.3775,0.2904
424,05/29/19 01:15:01 AM,0.2615,0.3775,0.2904
425,05/29/19 01:30:01 AM,0.2615,0.3775,0.2904
426,05/29/19 01:45:01 AM,0.2615,0.3775,0.2904
427,05/29/19 02:00:01 AM,0.2615,0.3775,0.2904
428,05/29/19 02:15:01 AM,0.2615,0.3775,0.2904
