"Plot Title: 20386722"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 20386722, SEN S/N: 20385905)","Water Content, m³/m³ (LGR S/N: 20386722, SEN S/N: 20385906)","Water Content, m³/m³ (LGR S/N: 20386722, SEN S/N: 20469555)"
32,10/20/18 12:45:01 AM,0.2122,0.3393,0.1671
33,10/20/18 01:00:01 AM,0.2126,0.3389,0.1671
34,10/20/18 01:15:01 AM,0.2122,0.3393,0.1671
35,10/20/18 01:30:01 AM,0.2122,0.3389,0.1671
36,10/20/18 01:45:01 AM,0.2122,0.3393,0.1671
37,10/20/18 02:00:01 AM,0.2122,0.3389,0.1671
38,10/20/18 02:15:01 AM,0.2122,0.3389,0.1677
39,10/20/18 02:30:01 AM,0.2126,0.3393,0.1677
40,10/20/18 02:45:01 AM,0.2122,0.3389,0.1677
41,10/20/18 03:00:01 AM,0.2126,0.3389,0.1677
42,10/20/18 03:15:01 AM,0.2131,0.3389,0.1677
43,10/20/18 03:30:01 AM,0.2126,0.3389,0.1677
44,10/20/18 03:45:01 AM,0.2126,0.3389,0.1681
45,10/20/18 04:00:01 AM,0.2126,0.3393,0.1681
46,10/20/18 04:15:01 AM,0.2126,0.3393,0.1677
47,10/20/18 04:30:01 AM,0.2126,0.3393,0.1677
48,10/20/18 04:45:01 AM,0.2131,0.3393,0.1681
49,10/20/18 05:00:01 AM,0.2126,0.3393,0.1677
50,10/20/18 05:15:01 AM,0.2126,0.3393,0.1681
51,10/20/18 05:30:01 AM,0.2126,0.3399,0.1677
52,10/20/18 05:45:01 AM,0.2126,0.3393,0.1677
53,10/20/18 06:00:01 AM,0.2134,0.3393,0.1677
54,10/20/18 06:15:01 AM,0.2126,0.3393,0.1677
55,10/20/18 06:30:01 AM,0.2126,0.3393,0.1681
56,10/20/18 06:45:01 AM,0.2126,0.3389,0.1677
57,10/20/18 07:00:01 AM,0.2134,0.3389,0.1677
58,10/20/18 07:15:01 AM,0.2131,0.3393,0.1677
59,10/20/18 07:30:01 AM,0.2134,0.3393,0.1677
60,10/20/18 07:45:01 AM,0.2131,0.3389,0.1677
61,10/20/18 08:00:01 AM,0.2131,0.3393,0.1681
62,10/20/18 08:15:01 AM,0.2131,0.3393,0.1681
63,10/20/18 08:30:01 AM,0.2131,0.3393,0.1677
64,10/20/18 08:45:01 AM,0.2131,0.3389,0.1681
65,10/20/18 09:00:01 AM,0.2131,0.3389,0.1681
66,10/20/18 09:15:01 AM,0.2131,0.3393,0.1681
67,10/20/18 09:30:01 AM,0.2134,0.3389,0.1681
68,10/20/18 09:45:01 AM,0.2131,0.3389,0.1685
69,10/20/18 10:00:01 AM,0.2134,0.3389,0.1685
70,10/20/18 10:15:01 AM,0.2139,0.3389,0.1685
71,10/20/18 10:30:01 AM,0.2134,0.3389,0.1685
72,10/20/18 10:45:01 AM,0.2134,0.3389,0.1685
73,10/20/18 11:00:01 AM,0.2134,0.3389,0.1685
74,10/20/18 11:15:01 AM,0.2139,0.3389,0.1681
75,10/20/18 11:30:01 AM,0.2139,0.3389,0.1681
76,10/20/18 11:45:01 AM,0.2134,0.3389,0.1677
77,10/20/18 12:00:01 PM,0.2139,0.3389,0.1681
78,10/20/18 12:15:01 PM,0.2134,0.3389,0.1677
79,10/20/18 12:30:01 PM,0.2139,0.3389,0.1677
80,10/20/18 12:45:01 PM,0.2134,0.3389,0.1671
81,10/20/18 01:00:01 PM,0.2134,0.3389,0.1671
82,10/20/18 01:15:01 PM,0.2134,0.3389,0.1677
83,10/20/18 01:30:01 PM,0.2134,0.3389,0.1671
84,10/20/18 01:45:01 PM,0.2134,0.3389,0.1667
85,10/20/18 02:00:01 PM,0.2134,0.3389,0.1671
86,10/20/18 02:15:01 PM,0.2139,0.3393,0.1667
87,10/20/18 02:30:01 PM,0.2134,0.3393,0.1667
88,10/20/18 02:45:01 PM,0.2134,0.3393,0.1663
89,10/20/18 03:00:01 PM,0.2134,0.3389,0.1663
90,10/20/18 03:15:01 PM,0.2134,0.3389,0.1667
91,10/20/18 03:30:01 PM,0.2134,0.3389,0.1663
92,10/20/18 03:45:01 PM,0.2131,0.3389,0.1663
93,10/20/18 04:00:01 PM,0.2131,0.3389,0.1656
94,10/20/18 04:15:01 PM,0.2131,0.3389,0.1656
95,10/20/18 04:30:01 PM,0.2131,0.3389,0.1663
96,10/20/18 04:45:01 PM,0.2126,0.3389,0.1656
97,10/20/18 05:00:01 PM,0.2131,0.3389,0.1656
98,10/20/18 05:15:01 PM,0.2126,0.3384,0.1652
99,10/20/18 05:30:01 PM,0.2131,0.3384,0.1652
100,10/20/18 05:45:01 PM,0.2122,0.3384,0.1652
101,10/20/18 06:00:01 PM,0.2122,0.3384,0.1652
102,10/20/18 06:15:01 PM,0.2126,0.3384,0.1652
103,10/20/18 06:30:01 PM,0.2117,0.3384,0.1652
104,10/20/18 06:45:01 PM,0.2122,0.3384,0.1652
105,10/20/18 07:00:01 PM,0.2117,0.3384,0.1652
106,10/20/18 07:15:01 PM,0.2117,0.3384,0.1652
107,10/20/18 07:30:01 PM,0.2117,0.3384,0.1652
108,10/20/18 07:45:01 PM,0.2122,0.3384,0.1652
109,10/20/18 08:00:01 PM,0.2117,0.3384,0.1652
110,10/20/18 08:15:01 PM,0.2117,0.3384,0.1652
111,10/20/18 08:30:01 PM,0.2122,0.3384,0.1656
112,10/20/18 08:45:01 PM,0.2126,0.3384,0.1663
113,10/20/18 09:00:01 PM,0.2122,0.3384,0.1663
114,10/20/18 09:15:01 PM,0.2126,0.3384,0.1663
115,10/20/18 09:30:01 PM,0.2126,0.3384,0.1667
116,10/20/18 09:45:01 PM,0.2134,0.3384,0.1667
117,10/20/18 10:00:01 PM,0.2134,0.3384,0.1671
118,10/20/18 10:15:01 PM,0.2143,0.3384,0.1671
119,10/20/18 10:30:01 PM,0.2143,0.3384,0.1677
120,10/20/18 10:45:01 PM,0.2153,0.3380,0.1681
121,10/20/18 11:00:01 PM,0.2148,0.3384,0.1685
122,10/20/18 11:15:01 PM,0.2153,0.3380,0.1689
123,10/20/18 11:30:01 PM,0.2156,0.3384,0.1695
124,10/20/18 11:45:01 PM,0.2156,0.3380,0.1699
125,10/21/18 12:00:01 AM,0.2161,0.3380,0.1695
126,10/21/18 12:15:01 AM,0.2161,0.3384,0.1699
127,10/21/18 12:30:01 AM,0.2164,0.3384,0.1699
128,10/21/18 12:45:01 AM,0.2164,0.3380,0.1703
129,10/21/18 01:00:01 AM,0.2161,0.3380,0.1709
130,10/21/18 01:15:01 AM,0.2161,0.3380,0.1709
131,10/21/18 01:30:01 AM,0.2156,0.3380,0.1714
132,10/21/18 01:45:01 AM,0.2156,0.3380,0.1714
133,10/21/18 02:00:01 AM,0.2161,0.3380,0.1714
134,10/21/18 02:15:01 AM,0.2161,0.3380,0.1718
135,10/21/18 02:30:01 AM,0.2161,0.3380,0.1709
136,10/21/18 02:45:01 AM,0.2161,0.3380,0.1714
137,10/21/18 03:00:01 AM,0.2164,0.3380,0.1709
138,10/21/18 03:15:01 AM,0.2164,0.3380,0.1714
139,10/21/18 03:30:01 AM,0.2164,0.3380,0.1718
140,10/21/18 03:45:01 AM,0.2164,0.3376,0.1718
141,10/21/18 04:00:01 AM,0.2164,0.3380,0.1718
142,10/21/18 04:15:01 AM,0.2164,0.3380,0.1718
143,10/21/18 04:30:01 AM,0.2169,0.3380,0.1724
144,10/21/18 04:45:01 AM,0.2164,0.3380,0.1724
145,10/21/18 05:00:01 AM,0.2169,0.3380,0.1728
146,10/21/18 05:15:01 AM,0.2174,0.3380,0.1728
147,10/21/18 05:30:01 AM,0.2174,0.3376,0.1728
148,10/21/18 05:45:01 AM,0.2169,0.3376,0.1732
149,10/21/18 06:00:01 AM,0.2174,0.3376,0.1732
150,10/21/18 06:15:01 AM,0.2174,0.3376,0.1732
151,10/21/18 06:30:01 AM,0.2169,0.3376,0.1732
152,10/21/18 06:45:01 AM,0.2169,0.3376,0.1732
153,10/21/18 07:00:01 AM,0.2177,0.3376,0.1732
154,10/21/18 07:15:01 AM,0.2174,0.3376,0.1732
155,10/21/18 07:30:01 AM,0.2177,0.3376,0.1738
156,10/21/18 07:45:01 AM,0.2177,0.3376,0.1738
157,10/21/18 08:00:01 AM,0.2182,0.3376,0.1738
158,10/21/18 08:15:01 AM,0.2182,0.3376,0.1742
159,10/21/18 08:30:01 AM,0.2177,0.3371,0.1742
160,10/21/18 08:45:01 AM,0.2182,0.3371,0.1732
161,10/21/18 09:00:01 AM,0.2182,0.3371,0.1738
162,10/21/18 09:15:01 AM,0.2182,0.3371,0.1738
163,10/21/18 09:30:01 AM,0.2177,0.3376,0.1746
164,10/21/18 09:45:01 AM,0.2182,0.3371,0.1738
165,10/21/18 10:00:01 AM,0.2182,0.3371,0.1742
166,10/21/18 10:15:01 AM,0.2182,0.3371,0.1746
167,10/21/18 10:30:01 AM,0.2185,0.3371,0.1742
168,10/21/18 10:45:01 AM,0.2185,0.3371,0.1746
169,10/21/18 11:00:01 AM,0.2185,0.3371,0.1752
170,10/21/18 11:15:01 AM,0.2185,0.3371,0.1746
171,10/21/18 11:30:01 AM,0.2185,0.3371,0.1746
172,10/21/18 11:45:01 AM,0.2182,0.3376,0.1752
173,10/21/18 12:00:01 PM,0.2182,0.3376,0.1738
174,10/21/18 12:15:01 PM,0.2182,0.3371,0.1738
175,10/21/18 12:30:01 PM,0.2182,0.3371,0.1732
176,10/21/18 12:45:01 PM,0.2182,0.3371,0.1732
177,10/21/18 01:00:01 PM,0.2182,0.3371,0.1732
178,10/21/18 01:15:01 PM,0.2182,0.3371,0.1732
179,10/21/18 01:30:01 PM,0.2182,0.3376,0.1732
180,10/21/18 01:45:01 PM,0.2182,0.3371,0.1738
181,10/21/18 02:00:01 PM,0.2182,0.3371,0.1732
182,10/21/18 02:15:01 PM,0.2185,0.3376,0.1732
183,10/21/18 02:30:01 PM,0.2185,0.3371,0.1732
184,10/21/18 02:45:01 PM,0.2185,0.3371,0.1732
185,10/21/18 03:00:01 PM,0.2185,0.3371,0.1732
186,10/21/18 03:15:01 PM,0.2182,0.3371,0.1732
187,10/21/18 03:30:01 PM,0.2182,0.3380,0.1732
188,10/21/18 03:45:01 PM,0.2182,0.3376,0.1732
189,10/21/18 04:00:01 PM,0.2177,0.3371,0.1738
190,10/21/18 04:15:01 PM,0.2185,0.3376,0.1738
191,10/21/18 04:30:01 PM,0.2177,0.3376,0.1738
192,10/21/18 04:45:01 PM,0.2177,0.3376,0.1738
193,10/21/18 05:00:01 PM,0.2182,0.3376,0.1738
194,10/21/18 05:15:01 PM,0.2182,0.3380,0.1738
195,10/21/18 05:30:01 PM,0.2182,0.3380,0.1738
196,10/21/18 05:45:01 PM,0.2182,0.3376,0.1738
197,10/21/18 06:00:01 PM,0.2177,0.3376,0.1742
198,10/21/18 06:15:01 PM,0.2177,0.3376,0.1738
199,10/21/18 06:30:01 PM,0.2177,0.3376,0.1742
200,10/21/18 06:45:01 PM,0.2177,0.3376,0.1742
201,10/21/18 07:00:01 PM,0.2177,0.3376,0.1742
202,10/21/18 07:15:01 PM,0.2182,0.3376,0.1742
203,10/21/18 07:30:01 PM,0.2182,0.3380,0.1742
204,10/21/18 07:45:01 PM,0.2177,0.3376,0.1742
205,10/21/18 08:00:01 PM,0.2182,0.3380,0.1742
206,10/21/18 08:15:01 PM,0.2182,0.3380,0.1742
207,10/21/18 08:30:01 PM,0.2182,0.3376,0.1746
208,10/21/18 08:45:01 PM,0.2182,0.3380,0.1752
209,10/21/18 09:00:01 PM,0.2182,0.3376,0.1752
210,10/21/18 09:15:01 PM,0.2182,0.3376,0.1752
211,10/21/18 09:30:01 PM,0.2185,0.3380,0.1752
212,10/21/18 09:45:01 PM,0.2182,0.3376,0.1752
213,10/21/18 10:00:01 PM,0.2185,0.3376,0.1762
214,10/21/18 10:15:01 PM,0.2185,0.3376,0.1756
215,10/21/18 10:30:01 PM,0.2190,0.3380,0.1756
216,10/21/18 10:45:01 PM,0.2185,0.3380,0.1756
217,10/21/18 11:00:01 PM,0.2190,0.3380,0.1756
218,10/21/18 11:15:01 PM,0.2185,0.3380,0.1762
219,10/21/18 11:30:01 PM,0.2190,0.3376,0.1762
220,10/21/18 11:45:01 PM,0.2195,0.3376,0.1762
221,10/22/18 12:00:01 AM,0.2190,0.3376,0.1762
222,10/22/18 12:15:01 AM,0.2190,0.3376,0.1765
223,10/22/18 12:30:01 AM,0.2195,0.3376,0.1765
224,10/22/18 12:45:01 AM,0.2195,0.3376,0.1765
225,10/22/18 01:00:01 AM,0.2195,0.3376,0.1769
226,10/22/18 01:15:01 AM,0.2195,0.3376,0.1765
227,10/22/18 01:30:01 AM,0.2190,0.3376,0.1769
228,10/22/18 01:45:01 AM,0.2190,0.3376,0.1775
229,10/22/18 02:00:01 AM,0.2190,0.3376,0.1775
230,10/22/18 02:15:01 AM,0.2190,0.3376,0.1769
231,10/22/18 02:30:01 AM,0.2195,0.3380,0.1775
232,10/22/18 02:45:01 AM,0.2190,0.3376,0.1775
233,10/22/18 03:00:01 AM,0.2195,0.3376,0.1775
234,10/22/18 03:15:01 AM,0.2195,0.3376,0.1775
235,10/22/18 03:30:01 AM,0.2195,0.3376,0.1775
236,10/22/18 03:45:01 AM,0.2195,0.3376,0.1775
237,10/22/18 04:00:01 AM,0.2195,0.3376,0.1769
238,10/22/18 04:15:01 AM,0.2195,0.3376,0.1775
239,10/22/18 04:30:01 AM,0.2195,0.3376,0.1775
240,10/22/18 04:45:01 AM,0.2190,0.3376,0.1769
241,10/22/18 05:00:01 AM,0.2190,0.3376,0.1775
242,10/22/18 05:15:01 AM,0.2190,0.3376,0.1775
243,10/22/18 05:30:01 AM,0.2190,0.3376,0.1775
244,10/22/18 05:45:01 AM,0.2195,0.3376,0.1779
245,10/22/18 06:00:01 AM,0.2195,0.3371,0.1775
246,10/22/18 06:15:01 AM,0.2195,0.3380,0.1775
247,10/22/18 06:30:01 AM,0.2195,0.3376,0.1775
248,10/22/18 06:45:01 AM,0.2195,0.3371,0.1775
249,10/22/18 07:00:01 AM,0.2198,0.3376,0.1775
250,10/22/18 07:15:01 AM,0.2198,0.3371,0.1779
251,10/22/18 07:30:01 AM,0.2198,0.3376,0.1775
252,10/22/18 07:45:01 AM,0.2198,0.3371,0.1779
253,10/22/18 08:00:01 AM,0.2198,0.3371,0.1775
254,10/22/18 08:15:01 AM,0.2198,0.3371,0.1779
255,10/22/18 08:30:01 AM,0.2198,0.3371,0.1779
256,10/22/18 08:45:01 AM,0.2208,0.3371,0.1779
257,10/22/18 09:00:01 AM,0.2208,0.3371,0.1779
258,10/22/18 09:15:01 AM,0.2208,0.3376,0.1783
259,10/22/18 09:30:01 AM,0.2203,0.3371,0.1779
260,10/22/18 09:45:01 AM,0.2203,0.3376,0.1783
261,10/22/18 10:00:01 AM,0.2198,0.3376,0.1783
262,10/22/18 10:15:01 AM,0.2198,0.3371,0.1789
263,10/22/18 10:30:01 AM,0.2203,0.3371,0.1783
264,10/22/18 10:45:01 AM,0.2208,0.3371,0.1793
265,10/22/18 11:00:01 AM,0.2208,0.3371,0.1793
266,10/22/18 11:15:01 AM,0.2208,0.3371,0.1789
267,10/22/18 11:30:01 AM,0.2203,0.3376,0.1789
268,10/22/18 11:45:01 AM,0.2198,0.3371,0.1789
269,10/22/18 12:00:01 PM,0.2203,0.3371,0.1789
270,10/22/18 12:15:01 PM,0.2198,0.3371,0.1783
271,10/22/18 12:30:01 PM,0.2203,0.3371,0.1783
272,10/22/18 12:45:01 PM,0.2198,0.3371,0.1783
273,10/22/18 01:00:01 PM,0.2203,0.3371,0.1783
274,10/22/18 01:15:01 PM,0.2195,0.3371,0.1783
275,10/22/18 01:30:01 PM,0.2198,0.3371,0.1779
276,10/22/18 01:45:01 PM,0.2195,0.3376,0.1775
277,10/22/18 02:00:01 PM,0.2198,0.3371,0.1779
278,10/22/18 02:15:01 PM,0.2195,0.3371,0.1779
279,10/22/18 02:30:01 PM,0.2198,0.3371,0.1775
280,10/22/18 02:45:01 PM,0.2198,0.3371,0.1775
281,10/22/18 03:00:01 PM,0.2195,0.3371,0.1775
282,10/22/18 03:15:01 PM,0.2190,0.3371,0.1775
283,10/22/18 03:30:01 PM,0.2195,0.3376,0.1775
284,10/22/18 03:45:01 PM,0.2190,0.3376,0.1775
285,10/22/18 04:00:01 PM,0.2195,0.3376,0.1769
286,10/22/18 04:15:01 PM,0.2190,0.3371,0.1769
287,10/22/18 04:30:01 PM,0.2195,0.3371,0.1769
288,10/22/18 04:45:01 PM,0.2195,0.3376,0.1769
289,10/22/18 05:00:01 PM,0.2195,0.3376,0.1769
290,10/22/18 05:15:01 PM,0.2195,0.3371,0.1769
291,10/22/18 05:30:01 PM,0.2195,0.3371,0.1769
292,10/22/18 05:45:01 PM,0.2190,0.3376,0.1769
293,10/22/18 06:00:01 PM,0.2195,0.3371,0.1765
294,10/22/18 06:15:01 PM,0.2195,0.3376,0.1765
295,10/22/18 06:30:01 PM,0.2190,0.3376,0.1769
296,10/22/18 06:45:01 PM,0.2190,0.3371,0.1765
297,10/22/18 07:00:01 PM,0.2185,0.3376,0.1769
298,10/22/18 07:15:01 PM,0.2190,0.3376,0.1765
299,10/22/18 07:30:01 PM,0.2185,0.3376,0.1765
300,10/22/18 07:45:01 PM,0.2190,0.3371,0.1769
301,10/22/18 08:00:01 PM,0.2185,0.3371,0.1762
302,10/22/18 08:15:01 PM,0.2185,0.3371,0.1762
303,10/22/18 08:30:01 PM,0.2185,0.3376,0.1762
304,10/22/18 08:45:01 PM,0.2182,0.3371,0.1756
305,10/22/18 09:00:01 PM,0.2185,0.3376,0.1762
306,10/22/18 09:15:01 PM,0.2185,0.3376,0.1762
307,10/22/18 09:30:01 PM,0.2177,0.3376,0.1762
308,10/22/18 09:45:01 PM,0.2177,0.3371,0.1762
309,10/22/18 10:00:01 PM,0.2177,0.3371,0.1756
310,10/22/18 10:15:01 PM,0.2177,0.3371,0.1765
311,10/22/18 10:30:01 PM,0.2177,0.3371,0.1756
312,10/22/18 10:45:01 PM,0.2177,0.3367,0.1762
313,10/22/18 11:00:01 PM,0.2177,0.3371,0.1762
314,10/22/18 11:15:01 PM,0.2177,0.3371,0.1762
315,10/22/18 11:30:01 PM,0.2182,0.3371,0.1762
316,10/22/18 11:45:01 PM,0.2182,0.3367,0.1765
317,10/23/18 12:00:01 AM,0.2182,0.3371,0.1769
318,10/23/18 12:15:01 AM,0.2182,0.3367,0.1765
319,10/23/18 12:30:01 AM,0.2182,0.3371,0.1765
320,10/23/18 12:45:01 AM,0.2182,0.3371,0.1765
321,10/23/18 01:00:01 AM,0.2185,0.3367,0.1769
322,10/23/18 01:15:01 AM,0.2185,0.3371,0.1765
323,10/23/18 01:30:01 AM,0.2185,0.3367,0.1775
324,10/23/18 01:45:01 AM,0.2185,0.3367,0.1775
325,10/23/18 02:00:01 AM,0.2185,0.3367,0.1779
326,10/23/18 02:15:01 AM,0.2185,0.3367,0.1775
327,10/23/18 02:30:01 AM,0.2185,0.3367,0.1775
328,10/23/18 02:45:01 AM,0.2190,0.3367,0.1779
329,10/23/18 03:00:01 AM,0.2190,0.3367,0.1783
330,10/23/18 03:15:01 AM,0.2190,0.3371,0.1775
331,10/23/18 03:30:01 AM,0.2190,0.3367,0.1775
332,10/23/18 03:45:01 AM,0.2190,0.3367,0.1775
333,10/23/18 04:00:01 AM,0.2195,0.3371,0.1779
334,10/23/18 04:15:01 AM,0.2190,0.3371,0.1775
335,10/23/18 04:30:01 AM,0.2198,0.3367,0.1779
336,10/23/18 04:45:01 AM,0.2198,0.3367,0.1779
337,10/23/18 05:00:01 AM,0.2195,0.3371,0.1783
338,10/23/18 05:15:01 AM,0.2195,0.3367,0.1779
339,10/23/18 05:30:01 AM,0.2198,0.3371,0.1789
340,10/23/18 05:45:01 AM,0.2198,0.3367,0.1779
341,10/23/18 06:00:01 AM,0.2195,0.3367,0.1789
342,10/23/18 06:15:01 AM,0.2198,0.3367,0.1783
343,10/23/18 06:30:01 AM,0.2195,0.3367,0.1789
344,10/23/18 06:45:01 AM,0.2198,0.3367,0.1789
345,10/23/18 07:00:01 AM,0.2195,0.3367,0.1793
346,10/23/18 07:15:01 AM,0.2195,0.3367,0.1793
347,10/23/18 07:30:01 AM,0.2195,0.3367,0.1783
348,10/23/18 07:45:01 AM,0.2195,0.3367,0.1783
349,10/23/18 08:00:01 AM,0.2198,0.3367,0.1789
350,10/23/18 08:15:01 AM,0.2203,0.3367,0.1783
351,10/23/18 08:30:01 AM,0.2203,0.3367,0.1783
352,10/23/18 08:45:01 AM,0.2203,0.3367,0.1783
353,10/23/18 09:00:01 AM,0.2203,0.3367,0.1789
354,10/23/18 09:15:01 AM,0.2198,0.3367,0.1783
355,10/23/18 09:30:01 AM,0.2208,0.3371,0.1783
356,10/23/18 09:45:01 AM,0.2208,0.3367,0.1783
357,10/23/18 10:00:01 AM,0.2203,0.3367,0.1783
358,10/23/18 10:15:01 AM,0.2208,0.3367,0.1783
359,10/23/18 10:30:01 AM,0.2208,0.3367,0.1783
360,10/23/18 10:45:01 AM,0.2208,0.3367,0.1783
361,10/23/18 11:00:01 AM,0.2208,0.3367,0.1783
362,10/23/18 11:15:01 AM,0.2208,0.3367,0.1783
363,10/23/18 11:30:01 AM,0.2203,0.3367,0.1779
364,10/23/18 11:45:01 AM,0.2208,0.3367,0.1783
365,10/23/18 12:00:01 PM,0.2208,0.3367,0.1779
366,10/23/18 12:15:01 PM,0.2208,0.3367,0.1779
367,10/23/18 12:30:01 PM,0.2208,0.3367,0.1775
368,10/23/18 12:45:01 PM,0.2208,0.3367,0.1775
369,10/23/18 01:00:01 PM,0.2198,0.3367,0.1769
370,10/23/18 01:15:01 PM,0.2203,0.3371,0.1769
371,10/23/18 01:30:01 PM,0.2198,0.3371,0.1769
372,10/23/18 01:45:01 PM,0.2198,0.3371,0.1765
373,10/23/18 02:00:01 PM,0.2203,0.3371,0.1765
374,10/23/18 02:15:01 PM,0.2198,0.3367,0.1765
375,10/23/18 02:30:01 PM,0.2203,0.3367,0.1762
376,10/23/18 02:45:01 PM,0.2195,0.3367,0.1765
377,10/23/18 03:00:01 PM,0.2198,0.3367,0.1765
378,10/23/18 03:15:01 PM,0.2198,0.3367,0.1756
379,10/23/18 03:30:01 PM,0.2198,0.3367,0.1752
380,10/23/18 03:45:01 PM,0.2198,0.3371,0.1756
381,10/23/18 04:00:01 PM,0.2198,0.3367,0.1756
382,10/23/18 04:15:01 PM,0.2198,0.3371,0.1756
383,10/23/18 04:30:01 PM,0.2195,0.3367,0.1752
384,10/23/18 04:45:01 PM,0.2190,0.3371,0.1752
385,10/23/18 05:00:01 PM,0.2195,0.3371,0.1752
386,10/23/18 05:15:01 PM,0.2190,0.3371,0.1746
387,10/23/18 05:30:01 PM,0.2195,0.3367,0.1746
388,10/23/18 05:45:01 PM,0.2185,0.3371,0.1746
389,10/23/18 06:00:01 PM,0.2190,0.3367,0.1746
390,10/23/18 06:15:01 PM,0.2190,0.3371,0.1742
391,10/23/18 06:30:01 PM,0.2190,0.3367,0.1742
392,10/23/18 06:45:01 PM,0.2182,0.3367,0.1742
393,10/23/18 07:00:01 PM,0.2190,0.3371,0.1738
394,10/23/18 07:15:01 PM,0.2185,0.3367,0.1746
395,10/23/18 07:30:01 PM,0.2182,0.3367,0.1746
396,10/23/18 07:45:01 PM,0.2182,0.3371,0.1742
397,10/23/18 08:00:01 PM,0.2182,0.3367,0.1742
398,10/23/18 08:15:01 PM,0.2182,0.3367,0.1746
399,10/23/18 08:30:01 PM,0.2182,0.3367,0.1746
400,10/23/18 08:45:01 PM,0.2182,0.3367,0.1746
401,10/23/18 09:00:01 PM,0.2182,0.3367,0.1742
402,10/23/18 09:15:01 PM,0.2182,0.3367,0.1752
403,10/23/18 09:30:01 PM,0.2182,0.3367,0.1752
404,10/23/18 09:45:01 PM,0.2182,0.3367,0.1746
405,10/23/18 10:00:01 PM,0.2177,0.3367,0.1752
406,10/23/18 10:15:01 PM,0.2185,0.3371,0.1752
407,10/23/18 10:30:01 PM,0.2182,0.3367,0.1752
408,10/23/18 10:45:01 PM,0.2185,0.3367,0.1752
409,10/23/18 11:00:01 PM,0.2185,0.3371,0.1752
410,10/23/18 11:15:01 PM,0.2182,0.3367,0.1752
411,10/23/18 11:30:01 PM,0.2182,0.3367,0.1756
412,10/23/18 11:45:01 PM,0.2182,0.3371,0.1756
413,10/24/18 12:00:01 AM,0.2182,0.3367,0.1752
414,10/24/18 12:15:01 AM,0.2182,0.3367,0.1756
415,10/24/18 12:30:01 AM,0.2185,0.3371,0.1756
416,10/24/18 12:45:01 AM,0.2185,0.3367,0.1756
417,10/24/18 01:00:01 AM,0.2185,0.3371,0.1756
418,10/24/18 01:15:01 AM,0.2185,0.3367,0.1756
419,10/24/18 01:30:01 AM,0.2182,0.3371,0.1756
420,10/24/18 01:45:01 AM,0.2190,0.3371,0.1762
421,10/24/18 02:00:01 AM,0.2190,0.3371,0.1756
422,10/24/18 02:15:01 AM,0.2190,0.3371,0.1762
423,10/24/18 02:30:01 AM,0.2185,0.3367,0.1762
424,10/24/18 02:45:01 AM,0.2190,0.3371,0.1762
425,10/24/18 03:00:01 AM,0.2190,0.3367,0.1756
426,10/24/18 03:15:01 AM,0.2190,0.3371,0.1762
427,10/24/18 03:30:01 AM,0.2190,0.3371,0.1762
428,10/24/18 03:45:01 AM,0.2190,0.3367,0.1762
