"Plot Title: 20386723"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 20386723, SEN S/N: 20385903)","Water Content, m³/m³ (LGR S/N: 20386723, SEN S/N: 20385904)"
53,05/25/19 04:30:01 AM,0.3716,0.3816
54,05/25/19 04:45:01 AM,0.3716,0.3816
55,05/25/19 05:00:01 AM,0.3711,0.3811
56,05/25/19 05:15:01 AM,0.3716,0.3811
57,05/25/19 05:30:01 AM,0.3716,0.3811
58,05/25/19 05:45:01 AM,0.3711,0.3811
59,05/25/19 06:00:01 AM,0.3716,0.3811
60,05/25/19 06:15:01 AM,0.3716,0.3811
61,05/25/19 06:30:01 AM,0.3716,0.3811
62,05/25/19 06:45:01 AM,0.3716,0.3811
63,05/25/19 07:00:01 AM,0.3716,0.3811
64,05/25/19 07:15:01 AM,0.3722,0.3811
65,05/25/19 07:30:01 AM,0.3716,0.3804
66,05/25/19 07:45:01 AM,0.3716,0.3804
67,05/25/19 08:00:01 AM,0.3711,0.3811
68,05/25/19 08:15:01 AM,0.3716,0.3816
69,05/25/19 08:30:01 AM,0.3722,0.3816
70,05/25/19 08:45:01 AM,0.3729,0.3816
71,05/25/19 09:00:01 AM,0.3722,0.3816
72,05/25/19 09:15:01 AM,0.3716,0.3811
73,05/25/19 09:30:01 AM,0.3722,0.3811
74,05/25/19 09:45:01 AM,0.3729,0.3804
75,05/25/19 10:00:01 AM,0.3722,0.3811
76,05/25/19 10:15:01 AM,0.3716,0.3811
77,05/25/19 10:30:01 AM,0.3722,0.3804
78,05/25/19 10:45:01 AM,0.3722,0.3804
79,05/25/19 11:00:01 AM,0.3729,0.3804
80,05/25/19 11:15:01 AM,0.3729,0.3798
81,05/25/19 11:30:01 AM,0.3729,0.3811
82,05/25/19 11:45:01 AM,0.3729,0.3804
83,05/25/19 12:00:01 PM,0.3734,0.3804
84,05/25/19 12:15:01 PM,0.3734,0.3804
85,05/25/19 12:30:01 PM,0.3740,0.3798
86,05/25/19 12:45:01 PM,0.3740,0.3804
87,05/25/19 01:00:01 PM,0.3740,0.3804
88,05/25/19 01:15:01 PM,0.3746,0.3804
89,05/25/19 01:30:01 PM,0.3746,0.3804
90,05/25/19 01:45:01 PM,0.3746,0.3804
91,05/25/19 02:00:01 PM,0.3751,0.3798
92,05/25/19 02:15:01 PM,0.3751,0.3804
93,05/25/19 02:30:01 PM,0.3746,0.3804
94,05/25/19 02:45:01 PM,0.3751,0.3804
95,05/25/19 03:00:01 PM,0.3758,0.3804
96,05/25/19 03:15:01 PM,0.3751,0.3798
97,05/25/19 03:30:01 PM,0.3751,0.3804
98,05/25/19 03:45:01 PM,0.3746,0.3804
99,05/25/19 04:00:01 PM,0.3746,0.3811
100,05/25/19 04:15:01 PM,0.3746,0.3804
101,05/25/19 04:30:01 PM,0.3746,0.3804
102,05/25/19 04:45:01 PM,0.3746,0.3798
103,05/25/19 05:00:01 PM,0.3746,0.3798
104,05/25/19 05:15:01 PM,0.3740,0.3798
105,05/25/19 05:30:01 PM,0.3740,0.3798
106,05/25/19 05:45:01 PM,0.3740,0.3793
107,05/25/19 06:00:01 PM,0.3746,0.3793
108,05/25/19 06:15:01 PM,0.3734,0.3793
109,05/25/19 06:30:01 PM,0.3746,0.3793
110,05/25/19 06:45:01 PM,0.3734,0.3793
111,05/25/19 07:00:01 PM,0.3734,0.3793
112,05/25/19 07:15:01 PM,0.3729,0.3798
113,05/25/19 07:30:01 PM,0.3734,0.3793
114,05/25/19 07:45:01 PM,0.3734,0.3793
115,05/25/19 08:00:01 PM,0.3729,0.3793
116,05/25/19 08:15:01 PM,0.3729,0.3793
117,05/25/19 08:30:01 PM,0.3729,0.3793
118,05/25/19 08:45:01 PM,0.3722,0.3793
119,05/25/19 09:00:01 PM,0.3722,0.3787
120,05/25/19 09:15:01 PM,0.3722,0.3793
121,05/25/19 09:30:01 PM,0.3734,0.3787
122,05/25/19 09:45:01 PM,0.3722,0.3787
123,05/25/19 10:00:01 PM,0.3722,0.3793
124,05/25/19 10:15:01 PM,0.3722,0.3787
125,05/25/19 10:30:01 PM,0.3722,0.3787
126,05/25/19 10:45:01 PM,0.3716,0.3780
127,05/25/19 11:00:01 PM,0.3722,0.3787
128,05/25/19 11:15:01 PM,0.3716,0.3780
129,05/25/19 11:30:01 PM,0.3716,0.3780
130,05/25/19 11:45:01 PM,0.3711,0.3780
131,05/26/19 12:00:01 AM,0.3716,0.3780
132,05/26/19 12:15:01 AM,0.3716,0.3780
133,05/26/19 12:30:01 AM,0.3711,0.3780
134,05/26/19 12:45:01 AM,0.3711,0.3780
135,05/26/19 01:00:01 AM,0.3711,0.3780
136,05/26/19 01:15:01 AM,0.3716,0.3775
137,05/26/19 01:30:01 AM,0.3711,0.3775
138,05/26/19 01:45:01 AM,0.3711,0.3775
139,05/26/19 02:00:01 AM,0.3711,0.3775
140,05/26/19 02:15:01 AM,0.3716,0.3775
141,05/26/19 02:30:01 AM,0.3711,0.3775
142,05/26/19 02:45:01 AM,0.3705,0.3775
143,05/26/19 03:00:01 AM,0.3711,0.3775
144,05/26/19 03:15:01 AM,0.3705,0.3769
145,05/26/19 03:30:01 AM,0.3705,0.3769
146,05/26/19 03:45:01 AM,0.3705,0.3769
147,05/26/19 04:00:01 AM,0.3705,0.3769
148,05/26/19 04:15:01 AM,0.3711,0.3769
149,05/26/19 04:30:01 AM,0.3705,0.3762
150,05/26/19 04:45:01 AM,0.3705,0.3762
151,05/26/19 05:00:01 AM,0.3699,0.3769
152,05/26/19 05:15:01 AM,0.3705,0.3762
153,05/26/19 05:30:01 AM,0.3705,0.3762
154,05/26/19 05:45:01 AM,0.3699,0.3762
155,05/26/19 06:00:01 AM,0.3705,0.3762
156,05/26/19 06:15:01 AM,0.3705,0.3762
157,05/26/19 06:30:01 AM,0.3699,0.3762
158,05/26/19 06:45:01 AM,0.3705,0.3762
159,05/26/19 07:00:01 AM,0.3705,0.3762
160,05/26/19 07:15:01 AM,0.3711,0.3762
161,05/26/19 07:30:01 AM,0.3705,0.3762
162,05/26/19 07:45:01 AM,0.3705,0.3769
163,05/26/19 08:00:01 AM,0.3705,0.3762
164,05/26/19 08:15:01 AM,0.3705,0.3762
165,05/26/19 08:30:01 AM,0.3711,0.3762
166,05/26/19 08:45:01 AM,0.3705,0.3762
167,05/26/19 09:00:01 AM,0.3705,0.3762
168,05/26/19 09:15:01 AM,0.3705,0.3758
169,05/26/19 09:30:01 AM,0.3705,0.3762
170,05/26/19 09:45:01 AM,0.3705,0.3762
171,05/26/19 10:00:01 AM,0.3716,0.3758
172,05/26/19 10:15:01 AM,0.3711,0.3758
173,05/26/19 10:30:01 AM,0.3711,0.3762
174,05/26/19 10:45:01 AM,0.3711,0.3762
175,05/26/19 11:00:01 AM,0.3722,0.3758
176,05/26/19 11:15:01 AM,0.3711,0.3758
177,05/26/19 11:30:01 AM,0.3716,0.3758
178,05/26/19 11:45:01 AM,0.3729,0.3762
179,05/26/19 12:00:01 PM,0.3722,0.3758
180,05/26/19 12:15:01 PM,0.3722,0.3762
181,05/26/19 12:30:01 PM,0.3729,0.3762
182,05/26/19 12:45:01 PM,0.3722,0.3762
183,05/26/19 01:00:01 PM,0.3734,0.3758
184,05/26/19 01:15:01 PM,0.3722,0.3762
185,05/26/19 01:30:01 PM,0.3729,0.3762
186,05/26/19 01:45:01 PM,0.3729,0.3762
187,05/26/19 02:00:01 PM,0.3734,0.3762
188,05/26/19 02:15:01 PM,0.3734,0.3758
189,05/26/19 02:30:01 PM,0.3729,0.3762
190,05/26/19 02:45:01 PM,0.3734,0.3758
191,05/26/19 03:00:01 PM,0.3746,0.3762
192,05/26/19 03:15:01 PM,0.3734,0.3762
193,05/26/19 03:30:01 PM,0.3734,0.3762
194,05/26/19 03:45:01 PM,0.3734,0.3758
195,05/26/19 04:00:01 PM,0.3734,0.3758
196,05/26/19 04:15:01 PM,0.3734,0.3762
197,05/26/19 04:30:01 PM,0.3734,0.3762
198,05/26/19 04:45:01 PM,0.3734,0.3762
199,05/26/19 05:00:01 PM,0.3729,0.3762
200,05/26/19 05:15:01 PM,0.3734,0.3762
201,05/26/19 05:30:01 PM,0.3734,0.3762
202,05/26/19 05:45:01 PM,0.3734,0.3762
203,05/26/19 06:00:01 PM,0.3734,0.3769
204,05/26/19 06:15:01 PM,0.3734,0.3762
205,05/26/19 06:30:01 PM,0.3734,0.3762
206,05/26/19 06:45:01 PM,0.3734,0.3762
207,05/26/19 07:00:01 PM,0.3734,0.3762
208,05/26/19 07:15:01 PM,0.3734,0.3762
209,05/26/19 07:30:01 PM,0.3729,0.3762
210,05/26/19 07:45:01 PM,0.3740,0.3762
211,05/26/19 08:00:01 PM,0.3734,0.3762
212,05/26/19 08:15:01 PM,0.3734,0.3762
213,05/26/19 08:30:01 PM,0.3729,0.3762
214,05/26/19 08:45:01 PM,0.3729,0.3762
215,05/26/19 09:00:01 PM,0.3729,0.3762
216,05/26/19 09:15:01 PM,0.3729,0.3762
217,05/26/19 09:30:01 PM,0.3722,0.3762
218,05/26/19 09:45:01 PM,0.3729,0.3762
219,05/26/19 10:00:01 PM,0.3729,0.3758
220,05/26/19 10:15:01 PM,0.3722,0.3758
221,05/26/19 10:30:01 PM,0.3722,0.3758
222,05/26/19 10:45:01 PM,0.3722,0.3758
223,05/26/19 11:00:01 PM,0.3722,0.3751
224,05/26/19 11:15:01 PM,0.3722,0.3751
225,05/26/19 11:30:01 PM,0.3722,0.3746
226,05/26/19 11:45:01 PM,0.3722,0.3746
227,05/27/19 12:00:01 AM,0.3722,0.3751
228,05/27/19 12:15:01 AM,0.3722,0.3751
229,05/27/19 12:30:01 AM,0.3722,0.3751
230,05/27/19 12:45:01 AM,0.3722,0.3751
231,05/27/19 01:00:01 AM,0.3716,0.3751
232,05/27/19 01:15:01 AM,0.3722,0.3746
233,05/27/19 01:30:01 AM,0.3722,0.3746
234,05/27/19 01:45:01 AM,0.3716,0.3740
235,05/27/19 02:00:01 AM,0.3716,0.3746
236,05/27/19 02:15:01 AM,0.3716,0.3746
237,05/27/19 02:30:01 AM,0.3716,0.3746
238,05/27/19 02:45:01 AM,0.3711,0.3740
239,05/27/19 03:00:01 AM,0.3716,0.3746
240,05/27/19 03:15:01 AM,0.3716,0.3746
241,05/27/19 03:30:01 AM,0.3711,0.3746
242,05/27/19 03:45:01 AM,0.3705,0.3740
243,05/27/19 04:00:01 AM,0.3705,0.3740
244,05/27/19 04:15:01 AM,0.3705,0.3740
245,05/27/19 04:30:01 AM,0.3705,0.3740
246,05/27/19 04:45:01 AM,0.3705,0.3740
247,05/27/19 05:00:01 AM,0.3705,0.3740
248,05/27/19 05:15:01 AM,0.3705,0.3740
249,05/27/19 05:30:01 AM,0.3705,0.3734
250,05/27/19 05:45:01 AM,0.3705,0.3740
251,05/27/19 06:00:01 AM,0.3705,0.3734
252,05/27/19 06:15:01 AM,0.3705,0.3734
253,05/27/19 06:30:01 AM,0.3705,0.3740
254,05/27/19 06:45:01 AM,0.3711,0.3734
255,05/27/19 07:00:01 AM,0.3716,0.3734
256,05/27/19 07:15:01 AM,0.3716,0.3734
257,05/27/19 07:30:01 AM,0.3711,0.3729
258,05/27/19 07:45:01 AM,0.3711,0.3734
259,05/27/19 08:00:01 AM,0.3711,0.3734
260,05/27/19 08:15:01 AM,0.3716,0.3729
261,05/27/19 08:30:01 AM,0.3722,0.3734
262,05/27/19 08:45:01 AM,0.3716,0.3740
263,05/27/19 09:00:01 AM,0.3716,0.3734
264,05/27/19 09:15:01 AM,0.3716,0.3740
265,05/27/19 09:30:01 AM,0.3716,0.3740
266,05/27/19 09:45:01 AM,0.3716,0.3734
267,05/27/19 10:00:01 AM,0.3722,0.3734
268,05/27/19 10:15:01 AM,0.3722,0.3734
269,05/27/19 10:30:01 AM,0.3722,0.3734
270,05/27/19 10:45:01 AM,0.3722,0.3729
271,05/27/19 11:00:01 AM,0.3722,0.3734
272,05/27/19 11:15:01 AM,0.3729,0.3734
273,05/27/19 11:30:01 AM,0.3722,0.3734
274,05/27/19 11:45:01 AM,0.3729,0.3734
275,05/27/19 12:00:01 PM,0.3734,0.3734
276,05/27/19 12:15:01 PM,0.3734,0.3729
277,05/27/19 12:30:01 PM,0.3729,0.3734
278,05/27/19 12:45:01 PM,0.3734,0.3729
279,05/27/19 01:00:01 PM,0.3729,0.3729
280,05/27/19 01:15:01 PM,0.3729,0.3729
281,05/27/19 01:30:01 PM,0.3734,0.3729
282,05/27/19 01:45:01 PM,0.3740,0.3729
283,05/27/19 02:00:01 PM,0.3734,0.3734
284,05/27/19 02:15:01 PM,0.3746,0.3729
285,05/27/19 02:30:01 PM,0.3734,0.3734
286,05/27/19 02:45:01 PM,0.3740,0.3734
287,05/27/19 03:00:01 PM,0.3746,0.3740
288,05/27/19 03:15:01 PM,0.3740,0.3734
289,05/27/19 03:30:01 PM,0.3746,0.3740
290,05/27/19 03:45:01 PM,0.3746,0.3734
291,05/27/19 04:00:01 PM,0.3746,0.3740
292,05/27/19 04:15:01 PM,0.3746,0.3734
293,05/27/19 04:30:01 PM,0.3758,0.3740
294,05/27/19 04:45:01 PM,0.3758,0.3734
295,05/27/19 05:00:01 PM,0.3746,0.3740
296,05/27/19 05:15:01 PM,0.3746,0.3734
297,05/27/19 05:30:01 PM,0.3751,0.3740
298,05/27/19 05:45:01 PM,0.3746,0.3740
299,05/27/19 06:00:01 PM,0.3746,0.3740
300,05/27/19 06:15:01 PM,0.3746,0.3740
301,05/27/19 06:30:01 PM,0.3740,0.3740
302,05/27/19 06:45:01 PM,0.3746,0.3734
303,05/27/19 07:00:01 PM,0.3740,0.3734
304,05/27/19 07:15:01 PM,0.3740,0.3740
305,05/27/19 07:30:01 PM,0.3746,0.3734
306,05/27/19 07:45:01 PM,0.3740,0.3729
307,05/27/19 08:00:01 PM,0.3734,0.3734
308,05/27/19 08:15:01 PM,0.3734,0.3729
309,05/27/19 08:30:01 PM,0.3740,0.3734
310,05/27/19 08:45:01 PM,0.3729,0.3734
311,05/27/19 09:00:01 PM,0.3729,0.3729
312,05/27/19 09:15:01 PM,0.3729,0.3729
313,05/27/19 09:30:01 PM,0.3722,0.3729
314,05/27/19 09:45:01 PM,0.3729,0.3729
315,05/27/19 10:00:01 PM,0.3729,0.3734
316,05/27/19 10:15:01 PM,0.3722,0.3729
317,05/27/19 10:30:01 PM,0.3722,0.3729
318,05/27/19 10:45:01 PM,0.3722,0.3722
319,05/27/19 11:00:01 PM,0.3716,0.3729
320,05/27/19 11:15:01 PM,0.3722,0.3722
321,05/27/19 11:30:01 PM,0.3716,0.3729
322,05/27/19 11:45:01 PM,0.3711,0.3722
323,05/28/19 12:00:01 AM,0.3716,0.3722
324,05/28/19 12:15:01 AM,0.3716,0.3729
325,05/28/19 12:30:01 AM,0.3711,0.3722
326,05/28/19 12:45:01 AM,0.3716,0.3729
327,05/28/19 01:00:01 AM,0.3711,0.3787
328,05/28/19 01:15:01 AM,0.3711,0.3787
329,05/28/19 01:30:01 AM,0.3716,0.3787
330,05/28/19 01:45:01 AM,0.3716,0.3780
331,05/28/19 02:00:01 AM,0.3716,0.3787
332,05/28/19 02:15:01 AM,0.3711,0.3780
333,05/28/19 02:30:01 AM,0.3711,0.3780
334,05/28/19 02:45:01 AM,0.3716,0.3780
335,05/28/19 03:00:01 AM,0.3711,0.3780
336,05/28/19 03:15:01 AM,0.3711,0.3780
337,05/28/19 03:30:01 AM,0.3716,0.3775
338,05/28/19 03:45:01 AM,0.3716,0.3775
339,05/28/19 04:00:01 AM,0.3711,0.3780
340,05/28/19 04:15:01 AM,0.3716,0.3775
341,05/28/19 04:30:01 AM,0.3711,0.3775
342,05/28/19 04:45:01 AM,0.3711,0.3769
343,05/28/19 05:00:01 AM,0.3716,0.3775
344,05/28/19 05:15:01 AM,0.3711,0.3775
345,05/28/19 05:30:01 AM,0.3711,0.3769
346,05/28/19 05:45:01 AM,0.3716,0.3787
347,05/28/19 06:00:01 AM,0.3734,0.3780
348,05/28/19 06:15:01 AM,0.3734,0.3775
349,05/28/19 06:30:01 AM,0.3729,0.3780
350,05/28/19 06:45:01 AM,0.3734,0.3780
351,05/28/19 07:00:01 AM,0.3740,0.3775
352,05/28/19 07:15:01 AM,0.3734,0.3775
353,05/28/19 07:30:01 AM,0.3740,0.3769
354,05/28/19 07:45:01 AM,0.3734,0.3775
355,05/28/19 08:00:01 AM,0.3734,0.3775
356,05/28/19 08:15:01 AM,0.3734,0.3769
357,05/28/19 08:30:01 AM,0.3734,0.3775
358,05/28/19 08:45:01 AM,0.3734,0.3769
359,05/28/19 09:00:01 AM,0.3734,0.3769
360,05/28/19 09:15:01 AM,0.3734,0.3775
361,05/28/19 09:30:01 AM,0.3746,0.3775
362,05/28/19 09:45:01 AM,0.3734,0.3775
363,05/28/19 10:00:01 AM,0.3740,0.3769
364,05/28/19 10:15:01 AM,0.3740,0.3769
365,05/28/19 10:30:01 AM,0.3746,0.3769
366,05/28/19 10:45:01 AM,0.3746,0.3769
367,05/28/19 11:00:01 AM,0.3751,0.3762
368,05/28/19 11:15:01 AM,0.3746,0.3769
369,05/28/19 11:30:01 AM,0.3746,0.3762
370,05/28/19 11:45:01 AM,0.3746,0.3762
371,05/28/19 12:00:01 PM,0.3740,0.3762
372,05/28/19 12:15:01 PM,0.3758,0.3762
373,05/28/19 12:30:01 PM,0.3751,0.3762
374,05/28/19 12:45:01 PM,0.3751,0.3762
375,05/28/19 01:00:01 PM,0.3758,0.3762
376,05/28/19 01:15:01 PM,0.3762,0.3762
377,05/28/19 01:30:01 PM,0.3762,0.3762
378,05/28/19 01:45:01 PM,0.3758,0.3762
379,05/28/19 02:00:01 PM,0.3758,0.3762
380,05/28/19 02:15:01 PM,0.3758,0.3762
381,05/28/19 02:30:01 PM,0.3758,0.3762
382,05/28/19 02:45:01 PM,0.3758,0.3762
383,05/28/19 03:00:01 PM,0.3762,0.3762
384,05/28/19 03:15:01 PM,0.3762,0.3762
385,05/28/19 03:30:01 PM,0.3762,0.3769
386,05/28/19 03:45:01 PM,0.3762,0.3762
387,05/28/19 04:00:01 PM,0.3762,0.3769
388,05/28/19 04:15:01 PM,0.3762,0.3762
389,05/28/19 04:30:01 PM,0.3762,0.3769
390,05/28/19 04:45:01 PM,0.3762,0.3762
391,05/28/19 05:00:01 PM,0.3762,0.3762
392,05/28/19 05:15:01 PM,0.3793,0.3780
393,05/28/19 05:30:01 PM,0.3798,0.3787
394,05/28/19 05:45:01 PM,0.3793,0.3787
395,05/28/19 06:00:01 PM,0.3804,0.3787
396,05/28/19 06:15:01 PM,0.3793,0.3793
397,05/28/19 06:30:01 PM,0.3798,0.3787
398,05/28/19 06:45:01 PM,0.3793,0.3787
399,05/28/19 07:00:01 PM,0.3798,0.3787
400,05/28/19 07:15:01 PM,0.3793,0.3787
401,05/28/19 07:30:01 PM,0.3798,0.3793
402,05/28/19 07:45:01 PM,0.3793,0.3787
403,05/28/19 08:00:01 PM,0.3793,0.3787
404,05/28/19 08:15:01 PM,0.3793,0.3787
405,05/28/19 08:30:01 PM,0.3798,0.3793
406,05/28/19 08:45:01 PM,0.3793,0.3787
407,05/28/19 09:00:01 PM,0.3793,0.3780
408,05/28/19 09:15:01 PM,0.3793,0.3787
409,05/28/19 09:30:01 PM,0.3787,0.3787
410,05/28/19 09:45:01 PM,0.3793,0.3787
411,05/28/19 10:00:01 PM,0.3793,0.3780
412,05/28/19 10:15:01 PM,0.3787,0.3787
413,05/28/19 10:30:01 PM,0.3787,0.3787
414,05/28/19 10:45:01 PM,0.3787,0.3780
415,05/28/19 11:00:01 PM,0.3798,0.3780
416,05/28/19 11:15:01 PM,0.3793,0.3780
417,05/28/19 11:30:01 PM,0.3787,0.3780
418,05/28/19 11:45:01 PM,0.3787,0.3780
419,05/29/19 12:00:01 AM,0.3787,0.3780
420,05/29/19 12:15:01 AM,0.3793,0.3780
421,05/29/19 12:30:01 AM,0.3787,0.3780
422,05/29/19 12:45:01 AM,0.3787,0.3780
423,05/29/19 01:00:01 AM,0.3793,0.3780
424,05/29/19 01:15:01 AM,0.3780,0.3775
425,05/29/19 01:30:01 AM,0.3787,0.3780
426,05/29/19 01:45:01 AM,0.3793,0.3780
427,05/29/19 02:00:01 AM,0.3780,0.3775
428,05/29/19 02:15:01 AM,0.3787,0.3775
429,05/29/19 02:30:01 AM,0.3780,0.3775
430,05/29/19 02:45:01 AM,0.3780,0.3775
431,05/29/19 03:00:01 AM,0.3787,0.3780
432,05/29/19 03:15:01 AM,0.3780,0.3775
433,05/29/19 03:30:01 AM,0.3780,0.3775
434,05/29/19 03:45:01 AM,0.3780,0.3775
435,05/29/19 04:00:01 AM,0.3780,0.3780
436,05/29/19 04:15:01 AM,0.3780,0.3775
437,05/29/19 04:30:01 AM,0.3780,0.3775
438,05/29/19 04:45:01 AM,0.3780,0.3769
439,05/29/19 05:00:01 AM,0.3780,0.3769
440,05/29/19 05:15:01 AM,0.3780,0.3769
441,05/29/19 05:30:01 AM,0.3787,0.3769
442,05/29/19 05:45:01 AM,0.3780,0.3762
443,05/29/19 06:00:01 AM,0.3780,0.3762
444,05/29/19 06:15:01 AM,0.3787,0.3762
445,05/29/19 06:30:01 AM,0.3775,0.3762
446,05/29/19 06:45:01 AM,0.3780,0.3769
447,05/29/19 07:00:01 AM,0.3787,0.3769
448,05/29/19 07:15:01 AM,0.3775,0.3769
449,05/29/19 07:30:01 AM,0.3780,0.3769
450,05/29/19 07:45:01 AM,0.3787,0.3762
451,05/29/19 08:00:01 AM,0.3775,0.3769
452,05/29/19 08:15:01 AM,0.3787,0.3769
453,05/29/19 08:30:01 AM,0.3787,0.3769
454,05/29/19 08:45:01 AM,0.3780,0.3762
455,05/29/19 09:00:01 AM,0.3780,0.3762
456,05/29/19 09:15:01 AM,0.3780,0.3762
457,05/29/19 09:30:01 AM,0.3787,0.3762
458,05/29/19 09:45:01 AM,0.3780,0.3769
459,05/29/19 10:00:01 AM,0.3780,0.3769
460,05/29/19 10:15:01 AM,0.3780,0.3769
461,05/29/19 10:30:01 AM,0.3780,0.3769
462,05/29/19 10:45:01 AM,0.3787,0.3769
463,05/29/19 11:00:01 AM,0.3780,0.3762
464,05/29/19 11:15:01 AM,0.3787,0.3762
465,05/29/19 11:30:01 AM,0.3787,0.3769
466,05/29/19 11:45:01 AM,0.3787,0.3769
467,05/29/19 12:00:01 PM,0.3780,0.3769
468,05/29/19 12:15:01 PM,0.3787,0.3769
469,05/29/19 12:30:01 PM,0.3787,0.3762
470,05/29/19 12:45:01 PM,0.3793,0.3762
471,05/29/19 01:00:01 PM,0.3787,0.3769
472,05/29/19 01:15:01 PM,0.3793,0.3762
473,05/29/19 01:30:01 PM,0.3787,0.3769
474,05/29/19 01:45:01 PM,0.3793,0.3769
475,05/29/19 02:00:01 PM,0.3793,0.3769
476,05/29/19 02:15:01 PM,0.3787,0.3762
477,05/29/19 02:30:01 PM,0.3793,0.3775
478,05/29/19 02:45:01 PM,0.3793,0.3769
479,05/29/19 03:00:01 PM,0.3798,0.3769
480,05/29/19 03:15:01 PM,0.3798,0.3769
481,05/29/19 03:30:01 PM,0.3804,0.3775
482,05/29/19 03:45:01 PM,0.3793,0.3769
483,05/29/19 04:00:01 PM,0.3798,0.3769
484,05/29/19 04:15:01 PM,0.3798,0.3769
485,05/29/19 04:30:01 PM,0.3798,0.3769
486,05/29/19 04:45:01 PM,0.3798,0.3769
487,05/29/19 05:00:01 PM,0.3811,0.3769
488,05/29/19 05:15:01 PM,0.3798,0.3769
489,05/29/19 05:30:01 PM,0.3804,0.3769
490,05/29/19 05:45:01 PM,0.3811,0.3769
491,05/29/19 06:00:01 PM,0.3798,0.3769
492,05/29/19 06:15:01 PM,0.3804,0.3769
493,05/29/19 06:30:01 PM,0.3798,0.3769
494,05/29/19 06:45:01 PM,0.3811,0.3769
495,05/29/19 07:00:01 PM,0.3804,0.3775
496,05/29/19 07:15:01 PM,0.3804,0.3775
497,05/29/19 07:30:01 PM,0.3798,0.3775
498,05/29/19 07:45:01 PM,0.3804,0.3769
499,05/29/19 08:00:01 PM,0.3798,0.3775
500,05/29/19 08:15:01 PM,0.3798,0.3775
501,05/29/19 08:30:01 PM,0.3798,0.3775
502,05/29/19 08:45:01 PM,0.3793,0.3769
503,05/29/19 09:00:01 PM,0.3793,0.3769
504,05/29/19 09:15:01 PM,0.3793,0.3769
505,05/29/19 09:30:01 PM,0.3793,0.3769
506,05/29/19 09:45:01 PM,0.3798,0.3762
507,05/29/19 10:00:01 PM,0.3798,0.3762
508,05/29/19 10:15:01 PM,0.3787,0.3762
509,05/29/19 10:30:01 PM,0.3793,0.3769
510,05/29/19 10:45:01 PM,0.3793,0.3762
